order_id,user_id,order_timestamp,service_type,merchant_id,item_ids,price_subtotal,delivery_fee_before,delivery_fee_after,voucher_discount_pct,voucher_discount_amt,voucher_cashback_pct,voucher_cashback_amt,free_delivery_flag,promo_id_main,promo_id_delivery,total_spend
T08298,U00133,2025-06-10 14:05:28,GoFood,M00269,I00282|I00153|I00196,120364,3057.08,0.0,0,0.0,0,0.0,1,,P003,120364.0
T08299,U00688,2025-06-09 07:28:57,GoFood,M00292,I00656,43869,9456.09,9456.09,10,4386.9,0,0.0,0,P023,,48938.19
T08300,U00078,2025-06-26 07:11:48,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08301,U00704,2025-06-10 19:01:25,GoFood,M00071,I00602|I00727|I00408,96572,6227.53,6227.53,0,0.0,0,0.0,0,,,102799.53
T08302,U00043,2025-06-10 23:29:13,GoFood,M00311,I00606,122777,8699.13,8699.13,0,0.0,0,0.0,0,,,131476.13
T08303,U00611,2025-06-11 06:29:57,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08304,U00257,2025-06-15 08:13:44,GoFood,M00072,I00479,39485,6035.78,6035.78,0,0.0,0,0.0,0,,,45520.78
T08305,U00454,2025-06-19 12:01:56,GoFood,M00105,I00320|I00819|I00523,171764,5864.15,0.0,0,0.0,0,0.0,1,,P015,171764.0
T08306,U00148,2025-06-14 22:38:03,GoFood,M00153,I00837,29147,8519.86,8519.86,0,0.0,0,0.0,0,,,37666.86
T08307,U00565,2025-06-10 20:51:23,GoFood,M00125,I00553|I00218,117829,8241.22,0.0,0,0.0,0,0.0,1,,P057,117829.0
T08308,U00219,2025-06-02 18:43:09,GoFood,M00279,I00671,25178,5554.38,5554.38,0,0.0,0,0.0,0,,,30732.38
T08309,U00611,2025-06-26 11:13:08,GoFood,M00162,I00671|I00087,83294,8056.61,8056.61,0,0.0,15,12494.1,0,P029,,91350.61
T08310,U00073,2025-06-05 18:37:43,GoFood,M00106,I00468|I00543|I00623,181813,7379.89,7379.89,0,0.0,0,0.0,0,,,189192.89
T08311,U00647,2025-06-17 18:50:46,GoFood,M00149,I00031|I00886,69682,9833.47,9833.47,0,0.0,0,0.0,0,,,79515.47
T08312,U00300,2025-06-06 13:36:56,GoFood,M00207,I00650,41910,6840.73,6840.73,0,0.0,0,0.0,0,,,48750.73
T08313,U00267,2025-06-11 23:23:57,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P003,5000.0
T08314,U00259,2025-06-19 18:00:53,GoFood,M00317,I00744|I00581,95739,6304.8,6304.8,20,19147.8,0,0.0,0,P035,,82896.0
T08315,U00627,2025-06-04 21:54:37,GoFood,M00241,I00788,69733,8914.07,8914.07,0,0.0,0,0.0,0,,,78647.07
T08316,U00449,2025-06-06 13:15:34,GoFood,M00306,I00839,58679,3011.06,3011.06,0,0.0,0,0.0,0,,,61690.06
T08317,U00031,2025-06-14 09:15:46,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P054,,5000.0
T08318,U00379,2025-06-27 06:13:28,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08319,U00787,2025-06-25 07:50:54,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08320,U00749,2025-06-10 20:46:11,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P055,,5000.0
T08321,U00377,2025-06-26 20:07:00,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08322,U00265,2025-06-21 13:12:38,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,0,P042,,5000.0
T08323,U00172,2025-06-25 16:49:33,GoFood,M00042,I00569,39529,3834.93,3834.93,0,0.0,0,0.0,0,,,43363.93
T08324,U00015,2025-06-12 08:23:27,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08325,U00333,2025-06-10 23:05:44,GoFood,M00036,I00240|I00120,58738,9625.11,9625.11,15,8810.7,0,0.0,0,P012,,59552.41
T08326,U00586,2025-06-21 14:51:29,GoFood,M00011,I00753|I00148|I00800,95253,8461.38,8461.38,0,0.0,0,0.0,0,,,103714.38
T08327,U00135,2025-06-04 12:32:33,GoFood,M00118,I00514|I00206,74673,9949.66,9949.66,20,14934.6,0,0.0,0,P059,,69688.06
T08328,U00117,2025-06-03 13:22:14,GoFood,M00190,I00247|I00215,45730,4690.24,4690.24,0,0.0,5,2286.5,0,P019,,50420.24
T08329,U00114,2025-06-05 18:57:39,GoFood,M00177,I00338,53855,6586.74,6586.74,0,0.0,0,0.0,0,,,60441.74
T08330,U00765,2025-06-30 08:48:39,GoFood,M00133,I00622,32762,6114.54,6114.54,0,0.0,0,0.0,0,,,38876.54
T08331,U00404,2025-06-06 08:45:51,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,1,P043,P003,5000.0
T08332,U00051,2025-06-04 08:41:04,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P048,5000.0
T08333,U00048,2025-06-18 15:37:52,GoFood,M00042,I00078|I00459,107424,4968.91,4968.91,0,0.0,0,0.0,0,,,112392.91
T08334,U00390,2025-06-29 18:07:31,GoFood,M00209,I00547|I00774|I00812,211270,6256.81,6256.81,0,0.0,15,31690.5,0,P047,,217526.81
T08335,U00098,2025-06-25 12:09:01,GoFood,M00288,I00145,39681,8146.68,8146.68,0,0.0,0,0.0,0,,,47827.68
T08336,U00427,2025-06-21 18:02:44,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P018,5000.0
T08337,U00175,2025-06-10 12:37:36,GoFood,M00197,I00139|I00624|I00725,89566,6355.17,6355.17,0,0.0,0,0.0,0,,,95921.17
T08338,U00563,2025-06-24 18:12:08,GoFood,M00083,I00813|I00671,137267,4603.45,4603.45,0,0.0,0,0.0,0,,,141870.45
T08339,U00338,2025-06-10 07:07:22,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,0,P041,,5000.0
T08340,U00082,2025-06-22 20:34:59,GoFood,M00057,I00366|I00355|I00773,138432,11516.61,11516.61,0,0.0,10,13843.2,0,P017,,149948.61
T08341,U00324,2025-06-08 12:53:49,GoFood,M00134,I00289|I00883|I00326,218798,9709.27,9709.27,0,0.0,0,0.0,0,,,228507.27
T08342,U00265,2025-06-21 19:48:09,GoFood,M00169,I00858|I00478|I00576,120887,5437.71,0.0,0,0.0,0,0.0,1,,P010,120887.0
T08343,U00787,2025-06-30 08:45:56,GoFood,M00073,I00648|I00231,57164,8574.57,8574.57,0,0.0,0,0.0,0,,,65738.57
T08344,U00540,2025-06-24 18:24:33,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P055,,5000.0
T08345,U00295,2025-06-04 23:46:40,GoFood,M00097,I00540|I00010,78525,5546.87,5546.87,0,0.0,0,0.0,0,,,84071.87
T08346,U00773,2025-06-07 19:27:36,GoFood,M00179,I00216|I00571,189016,2849.58,2849.58,10,18901.6,0,0.0,0,P031,,172963.98
T08347,U00106,2025-06-02 21:05:47,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,0,P055,,5000.0
T08348,U00354,2025-06-25 13:27:02,GoFood,M00240,I00878,27499,10206.08,10206.08,0,0.0,0,0.0,0,,,37705.08
T08349,U00508,2025-06-29 15:59:56,GoFood,M00012,I00812|I00765|I00888,131569,6080.38,6080.38,0,0.0,0,0.0,0,,,137649.38
T08350,U00325,2025-06-14 20:59:55,GoFood,M00026,I00811,44936,7542.58,7542.58,0,0.0,0,0.0,0,,,52478.58
T08351,U00635,2025-06-05 00:05:23,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08352,U00536,2025-06-17 10:21:12,GoRide,,,0,0.0,0.0,0,0.0,5,0.0,0,P047,,5000.0
T08353,U00476,2025-06-06 23:56:40,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08354,U00694,2025-06-12 11:17:21,GoFood,M00012,I00476|I00318|I00230,86798,6813.68,6813.68,10,8679.8,0,0.0,0,P043,,84931.88
T08355,U00570,2025-06-01 11:28:36,GoFood,M00032,I00766|I00011,75625,4847.24,4847.24,15,11343.75,0,0.0,0,P053,,69128.49
T08356,U00642,2025-06-14 18:46:55,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08357,U00741,2025-06-18 17:25:51,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P040,,5000.0
T08358,U00071,2025-06-14 18:58:52,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08359,U00640,2025-06-10 17:39:17,GoFood,M00141,I00416|I00275|I00595,150363,8524.71,8524.71,0,0.0,0,0.0,0,,,158887.71
T08360,U00159,2025-06-09 07:17:09,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08361,U00760,2025-06-01 06:57:45,GoFood,M00287,I00173|I00032,103616,3124.32,0.0,0,0.0,5,5180.8,1,P050,P013,103616.0
T08362,U00434,2025-06-28 12:24:23,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08363,U00493,2025-06-15 06:34:30,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08364,U00349,2025-06-28 19:12:55,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08365,U00023,2025-06-30 12:17:31,GoFood,M00114,I00405|I00634|I00695,89305,8270.44,8270.44,0,0.0,0,0.0,0,,,97575.44
T08366,U00421,2025-06-24 22:12:54,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P025,,5000.0
T08367,U00279,2025-06-30 14:29:12,GoFood,M00034,I00361|I00310,68234,4053.61,4053.61,10,6823.4,0,0.0,0,P033,,65464.21
T08368,U00761,2025-06-10 12:10:07,GoFood,M00055,I00232|I00031,87897,8556.38,8556.38,0,0.0,0,0.0,0,,,96453.38
T08369,U00607,2025-06-20 11:27:04,GoFood,M00040,I00266,138223,7387.53,7387.53,10,13822.3,0,0.0,0,P021,,131788.23
T08370,U00474,2025-06-20 14:03:48,GoFood,M00050,I00350|I00032|I00473,194202,9695.86,9695.86,0,0.0,15,29130.3,0,P029,,203897.86
T08371,U00629,2025-06-25 13:38:57,GoFood,M00208,I00367,107324,8818.94,8818.94,0,0.0,0,0.0,0,,,116142.94
T08372,U00651,2025-06-26 16:42:47,GoFood,M00117,I00757,27494,4340.43,4340.43,10,2749.4,0,0.0,0,P044,,29085.03
T08373,U00642,2025-06-28 11:25:13,GoFood,M00038,I00876|I00195,137814,2780.22,2780.22,0,0.0,0,0.0,0,,,140594.22
T08374,U00521,2025-06-05 22:30:21,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08375,U00574,2025-06-24 22:11:30,GoFood,M00087,I00293|I00180,57576,6258.44,6258.44,0,0.0,0,0.0,0,,,63834.44
T08376,U00083,2025-06-17 13:28:13,GoFood,M00138,I00363|I00461,84672,6029.05,0.0,0,0.0,10,8467.2,1,P024,P015,84672.0
T08377,U00054,2025-06-19 10:28:19,GoFood,M00275,I00070|I00258|I00361,191072,9657.27,0.0,15,28660.8,0,0.0,1,P012,P030,162411.2
T08378,U00182,2025-06-16 14:21:37,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08379,U00302,2025-06-21 23:20:36,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08380,U00134,2025-06-11 07:42:32,GoFood,M00067,I00686|I00633,73018,9573.19,9573.19,0,0.0,0,0.0,0,,,82591.19
T08381,U00523,2025-06-22 06:33:47,GoFood,M00242,I00799|I00388,35341,5682.96,5682.96,0,0.0,0,0.0,0,,,41023.96
T08382,U00234,2025-06-13 06:24:37,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08383,U00523,2025-06-22 12:21:58,GoFood,M00040,I00524|I00019,113525,6885.36,6885.36,0,0.0,0,0.0,0,,,120410.36
T08384,U00154,2025-06-21 13:14:48,GoFood,M00130,I00775|I00712,87026,3206.04,0.0,10,8702.6,0,0.0,1,P004,P030,78323.4
T08385,U00780,2025-06-19 13:20:35,GoRide,,,0,0.0,0.0,0,0.0,10,0.0,0,P049,,5000.0
T08386,U00356,2025-06-29 18:59:49,GoFood,M00164,I00724|I00130|I00444,253573,4160.73,4160.73,0,0.0,0,0.0,0,,,257733.73
T08387,U00565,2025-06-29 11:19:24,GoFood,M00016,I00377|I00788,144598,6090.61,0.0,0,0.0,5,7229.9,1,P051,P013,144598.0
T08388,U00527,2025-06-15 19:48:28,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08389,U00396,2025-06-05 13:53:07,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08390,U00254,2025-06-25 18:00:36,GoFood,M00052,I00848|I00175|I00414,132201,2933.35,2933.35,0,0.0,0,0.0,0,,,135134.35
T08391,U00786,2025-06-25 08:45:15,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08392,U00140,2025-06-18 16:46:56,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08393,U00258,2025-06-19 11:36:52,GoFood,M00080,I00479,39485,4605.71,0.0,0,0.0,15,5922.75,1,P047,P013,39485.0
T08394,U00635,2025-06-26 21:05:11,GoFood,M00289,I00599,27098,3272.12,3272.12,10,2709.8,0,0.0,0,P041,,27660.32
T08395,U00406,2025-06-02 08:26:56,GoFood,M00320,I00229|I00131,69450,3587.81,3587.81,20,13890.0,0,0.0,0,P040,,59147.81
T08396,U00211,2025-06-29 09:21:10,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P036,,5000.0
T08397,U00674,2025-06-03 22:31:32,GoFood,M00057,I00355|I00588|I00647,128638,8317.31,8317.31,0,0.0,0,0.0,0,,,136955.31
T08398,U00335,2025-06-05 07:41:42,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08399,U00789,2025-06-24 19:12:44,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08400,U00640,2025-06-10 14:16:16,GoFood,M00226,I00723|I00242,103648,9534.34,9534.34,0,0.0,0,0.0,0,,,113182.34
T08401,U00501,2025-06-03 14:33:54,GoFood,M00227,I00231|I00024|I00059,207377,6940.76,6940.76,15,30000.0,0,0.0,0,P020,,184317.76
T08402,U00226,2025-06-09 14:50:44,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08403,U00432,2025-06-06 03:56:24,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08404,U00102,2025-06-01 13:20:02,GoFood,M00151,I00661,69175,4934.79,0.0,10,6917.5,0,0.0,1,P022,P057,62257.5
T08405,U00107,2025-06-22 14:03:16,GoFood,M00148,I00211,17423,8944.09,8944.09,20,3484.6,0,0.0,0,P021,,22882.49
T08406,U00449,2025-06-28 00:03:18,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08407,U00560,2025-06-20 13:55:19,GoFood,M00087,I00790|I00798|I00219,101293,6777.27,6777.27,0,0.0,0,0.0,0,,,108070.27
T08408,U00405,2025-06-03 18:13:06,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P018,5000.0
T08409,U00094,2025-06-14 06:30:42,GoFood,M00199,I00100|I00879,70651,10613.98,10613.98,10,7065.1,0,0.0,0,P046,,74199.88
T08410,U00531,2025-06-02 17:05:22,GoFood,M00156,I00562,16307,10214.79,10214.79,0,0.0,0,0.0,0,,,26521.79
T08411,U00645,2025-06-02 11:43:42,GoFood,M00139,I00423|I00181,147071,6423.45,0.0,15,22060.65,0,0.0,1,P033,P013,125010.35
T08412,U00491,2025-06-05 23:11:51,GoFood,M00109,I00286,59812,8285.34,8285.34,15,8971.8,0,0.0,0,P053,,59125.54
T08413,U00239,2025-06-05 13:14:42,GoFood,M00209,I00677|I00776,64801,7649.96,7649.96,0,0.0,0,0.0,0,,,72450.96
T08414,U00072,2025-06-30 10:33:19,GoRide,,,0,0.0,0.0,0,0.0,10,0.0,0,P058,,5000.0
T08415,U00350,2025-06-25 06:48:54,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08416,U00559,2025-06-29 13:19:05,GoFood,M00008,I00756|I00528,104911,9982.02,9982.02,0,0.0,5,5245.55,0,P050,,114893.02
T08417,U00583,2025-06-14 17:38:24,GoFood,M00208,I00263|I00331|I00858,88970,10617.89,10617.89,20,17794.0,0,0.0,0,P023,,81793.89
T08418,U00255,2025-06-03 14:56:56,GoFood,M00265,I00320|I00387|I00429,189565,9330.81,9330.81,0,0.0,0,0.0,0,,,198895.81
T08419,U00312,2025-06-05 10:20:05,GoFood,M00284,I00323|I00713|I00783,99897,3158.11,3158.11,0,0.0,0,0.0,0,,,103055.11
T08420,U00408,2025-06-08 18:05:22,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08421,U00141,2025-06-16 18:57:26,GoFood,M00304,I00829|I00165|I00240,130568,3513.78,0.0,0,0.0,0,0.0,1,,P010,130568.0
T08422,U00706,2025-06-22 23:00:16,GoFood,M00164,I00894|I00518,83246,5269.58,5269.58,15,12486.9,0,0.0,0,P055,,76028.68
T08423,U00789,2025-06-05 19:11:09,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08424,U00785,2025-06-02 23:29:38,GoFood,M00112,I00400,32881,4945.07,0.0,0,0.0,0,0.0,1,,P015,32881.0
T08425,U00160,2025-06-14 11:57:24,GoFood,M00075,I00528|I00279|I00601,99289,3250.72,3250.72,15,14893.35,0,0.0,0,P025,,87646.37
T08426,U00245,2025-06-09 18:08:34,GoFood,M00042,I00236,46834,2745.37,2745.37,0,0.0,0,0.0,0,,,49579.37
T08427,U00366,2025-06-02 12:17:10,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,0,P059,,5000.0
T08428,U00203,2025-06-29 15:07:04,GoFood,M00306,I00882|I00755|I00200,187319,5649.77,0.0,0,0.0,0,0.0,1,,P015,187319.0
T08429,U00123,2025-06-19 06:35:13,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08430,U00148,2025-06-14 17:57:40,GoFood,M00025,I00186,40450,4627.46,4627.46,0,0.0,0,0.0,0,,,45077.46
T08431,U00150,2025-06-26 23:36:42,GoFood,M00074,I00539,39286,3815.09,0.0,15,5892.9,0,0.0,1,P023,P015,33393.1
T08432,U00732,2025-06-17 18:16:19,GoFood,M00306,I00420,16292,4048.57,4048.57,0,0.0,0,0.0,0,,,20340.57
T08433,U00054,2025-06-30 21:29:35,GoFood,M00050,I00818|I00691|I00496,101514,3348.78,3348.78,10,10151.4,0,0.0,0,P007,,94711.38
T08434,U00469,2025-06-14 07:31:58,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,1,,P030,5000.0
T08435,U00496,2025-06-19 22:05:18,GoCar,,,0,0.0,0.0,0,0.0,5,0.0,0,P056,,5000.0
T08436,U00480,2025-06-29 21:36:55,GoFood,M00125,I00783,28963,6584.18,6584.18,0,0.0,0,0.0,0,,,35547.18
T08437,U00171,2025-06-26 20:57:18,GoFood,M00239,I00276|I00406,97905,7225.77,7225.77,0,0.0,0,0.0,0,,,105130.77
T08438,U00357,2025-06-08 14:27:28,GoFood,M00070,I00005|I00826|I00869,140528,6478.11,6478.11,10,14052.8,0,0.0,0,P023,,132953.31
T08439,U00503,2025-06-29 04:54:02,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P016,,5000.0
T08440,U00258,2025-06-07 18:36:41,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P007,,5000.0
T08441,U00583,2025-06-01 14:14:21,GoFood,M00105,I00601,33697,6531.88,0.0,15,5054.55,0,0.0,1,P042,P015,28642.45
T08442,U00570,2025-06-10 13:14:57,GoRide,,,0,0.0,0.0,0,0.0,10,0.0,1,P001,P057,5000.0
T08443,U00561,2025-06-01 18:41:18,GoFood,M00031,I00629|I00252,148136,3116.13,3116.13,0,0.0,0,0.0,0,,,151252.13
T08444,U00694,2025-06-04 23:45:18,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08445,U00580,2025-06-04 19:15:58,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08446,U00050,2025-06-18 13:22:50,GoFood,M00187,I00871|I00444,122589,4142.9,4142.9,0,0.0,0,0.0,0,,,126731.9
T08447,U00026,2025-06-16 09:40:18,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,0,P045,,5000.0
T08448,U00621,2025-06-10 23:59:29,GoFood,M00250,I00595|I00599,114224,7052.86,7052.86,0,0.0,0,0.0,0,,,121276.86
T08449,U00441,2025-06-08 07:15:34,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08450,U00482,2025-06-29 02:19:44,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,0,P055,,5000.0
T08451,U00124,2025-06-03 21:46:05,GoFood,M00158,I00019,56830,10594.45,10594.45,0,0.0,0,0.0,0,,,67424.45
T08452,U00370,2025-06-01 09:49:31,GoFood,M00143,I00039|I00758,105093,3276.87,0.0,10,10509.3,0,0.0,1,P054,P034,94583.7
T08453,U00386,2025-06-27 13:40:04,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P043,,5000.0
T08454,U00685,2025-06-01 08:20:05,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P055,,5000.0
T08455,U00007,2025-06-26 13:09:51,GoFood,M00264,I00842|I00220,142710,6545.63,6545.63,0,0.0,0,0.0,0,,,149255.63
T08456,U00011,2025-06-11 06:38:00,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08457,U00156,2025-06-03 11:19:15,GoFood,M00116,I00597|I00774,86498,7028.06,7028.06,0,0.0,0,0.0,0,,,93526.06
T08458,U00721,2025-06-17 20:27:25,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P036,,5000.0
T08459,U00501,2025-06-22 22:07:07,GoFood,M00120,I00418,20582,8096.46,8096.46,20,4116.4,0,0.0,0,P054,,24562.06
T08460,U00304,2025-06-07 20:43:10,GoFood,M00043,I00069,39472,2718.42,2718.42,0,0.0,0,0.0,0,,,42190.42
T08461,U00299,2025-06-03 23:03:47,GoFood,M00285,I00766,29437,7789.31,7789.31,0,0.0,5,1471.85,0,P051,,37226.31
T08462,U00011,2025-06-26 02:57:36,GoFood,M00043,I00546|I00384,57840,10238.36,10238.36,0,0.0,0,0.0,0,,,68078.36
T08463,U00626,2025-06-11 11:33:44,GoFood,M00191,I00303|I00378,163359,5450.07,5450.07,15,24503.85,0,0.0,0,P033,,144305.22
T08464,U00594,2025-06-29 12:27:43,GoFood,M00221,I00027|I00115,123734,11395.56,11395.56,0,0.0,0,0.0,0,,,135129.56
T08465,U00353,2025-06-24 17:25:55,GoFood,M00142,I00878|I00784,68509,8810.56,8810.56,20,13701.8,0,0.0,0,P046,,63617.76
T08466,U00518,2025-06-01 08:56:01,GoRide,,,0,0.0,0.0,0,0.0,15,0.0,0,P056,,5000.0
T08467,U00530,2025-06-26 19:09:22,GoFood,M00182,I00736|I00565,54520,7824.16,7824.16,0,0.0,0,0.0,0,,,62344.16
T08468,U00753,2025-06-26 11:22:42,GoFood,M00245,I00407,44856,8300.57,0.0,10,4485.6,0,0.0,1,P033,P057,40370.4
T08469,U00070,2025-06-02 15:14:05,GoFood,M00170,I00363|I00786|I00487,139635,5570.14,5570.14,20,27927.0,0,0.0,0,P021,,117278.14
T08470,U00452,2025-06-01 19:08:15,GoFood,M00141,I00038|I00754,95845,6653.33,6653.33,0,0.0,0,0.0,0,,,102498.33
T08471,U00017,2025-06-09 18:07:21,GoFood,M00011,I00049|I00739,59621,8613.41,8613.41,0,0.0,0,0.0,0,,,68234.41
T08472,U00622,2025-06-02 18:52:21,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08473,U00313,2025-06-15 08:29:53,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08474,U00410,2025-06-09 12:07:04,GoFood,M00210,I00680|I00003|I00238,151516,9360.82,9360.82,15,22727.4,0,0.0,0,P031,,138149.42
T08475,U00025,2025-06-06 09:02:05,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08476,U00067,2025-06-05 13:32:42,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08477,U00669,2025-06-11 11:45:37,GoFood,M00292,I00358|I00890|I00784,152311,8884.61,8884.61,15,22846.65,0,0.0,0,P052,,138348.96
T08478,U00447,2025-06-18 20:08:00,GoFood,M00170,I00756|I00209|I00098,131316,6495.85,0.0,0,0.0,0,0.0,1,,P015,131316.0
T08479,U00543,2025-06-25 16:39:44,GoFood,M00106,I00166|I00643|I00567,189454,6802.98,0.0,0,0.0,15,28418.1,1,P002,P057,189454.0
T08480,U00616,2025-06-12 01:32:57,GoRide,,,0,0.0,0.0,0,0.0,15,0.0,1,P047,P018,5000.0
T08481,U00091,2025-06-06 06:40:16,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08482,U00089,2025-06-28 12:40:42,GoFood,M00240,I00889,45396,3346.89,3346.89,10,4539.6,0,0.0,0,P041,,44203.29
T08483,U00199,2025-06-26 13:08:29,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P059,,5000.0
T08484,U00384,2025-06-26 12:32:29,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08485,U00365,2025-06-15 19:40:06,GoFood,M00178,I00694|I00745|I00492,115397,10959.0,0.0,0,0.0,0,0.0,1,,P057,115397.0
T08486,U00499,2025-06-04 22:30:13,GoFood,M00085,I00570|I00110,103962,10309.81,10309.81,15,15594.3,0,0.0,0,P012,,98677.51
T08487,U00374,2025-06-18 13:46:57,GoFood,M00269,I00196,30868,8664.01,8664.01,0,0.0,0,0.0,0,,,39532.01
T08488,U00500,2025-06-10 20:51:06,GoFood,M00077,I00567|I00020|I00837,178180,4629.13,4629.13,0,0.0,0,0.0,0,,,182809.13
T08489,U00652,2025-06-13 19:57:54,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08490,U00260,2025-06-07 14:33:51,GoFood,M00064,I00614|I00714,196172,6566.56,6566.56,0,0.0,0,0.0,0,,,202738.56
T08491,U00785,2025-06-29 13:22:27,GoFood,M00130,I00752,37624,8947.3,8947.3,0,0.0,0,0.0,0,,,46571.3
T08492,U00677,2025-06-19 19:52:42,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T08493,U00412,2025-06-06 12:49:38,GoFood,M00068,I00312|I00700,81374,11038.64,11038.64,0,0.0,0,0.0,0,,,92412.64
T08494,U00665,2025-06-10 18:08:37,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P054,,5000.0
T08495,U00214,2025-06-03 19:43:51,GoFood,M00084,I00347|I00823,107359,8513.11,8513.11,0,0.0,0,0.0,0,,,115872.11
T08496,U00395,2025-06-03 23:56:53,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P023,,5000.0
T08497,U00717,2025-06-17 21:32:13,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P032,,5000.0
T08498,U00483,2025-06-06 06:45:13,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P009,,5000.0
T08499,U00785,2025-06-02 21:51:47,GoFood,M00061,I00671|I00108|I00575,64073,5784.59,5784.59,0,0.0,0,0.0,0,,,69857.59
T08500,U00659,2025-06-03 14:11:54,GoFood,M00255,I00465|I00438|I00322,125971,3307.61,0.0,10,12597.1,0,0.0,1,P021,P010,113373.9
